school.id,school.name,school.enrollment,school.offering, school.mooe 
117602,Sambag ES,1178,Elementary," 512,000.00 "
117604,Tacas ES,455,Elementary," 250,000.00 "
311502,TCT - AR Foundation Integrated School,312,Secondary," 326,000.00 "
117600,TCT-AR Foundation Integrated School,857,Elementary," 286,000.00 "
117605,Graciano Lopez Jaena ES,1252,Elementary," 582,000.00 "
117606,La Paz ES I,1814,Elementary," 853,000.00 "
117607,La Paz ES II,919,Elementary," 444,000.00 "
302747,La Paz NHS,2763,Secondary," 2,210,000.00 "
117608,N. J. Ingore ES,874,Elementary," 409,000.00 "
117609,Nabitasan ES,431,Elementary," 245,000.00 "
117610,Ticud ES,1366,Elementary," 589,000.00 "
117611,A. Mirasol ES,687,Elementary," 340,000.00 "
117612,Bakhaw ES,754,Elementary," 384,000.00 "
117613,Bolilao ES,653,Elementary," 326,000.00 "
117614,Donato Pison Sr. ES,243,Elementary," 159,000.00 "
117615,Hibao-an ES,914,Elementary," 401,000.00 "
117617,Mandurriao ES,2965,Elementary," 1,214,000.00 "
302749,Mandurriao NHS,2581,Secondary," 2,190,000.00 "
117616,Navais-Borres ES (L. Borres ES),326,Elementary," 199,000.00 "
117618,Tabucan ES,232,Elementary," 180,000.00 "
117619,Baluarte ES,3242,Elementary," 1,309,000.00 "
117620,Esteban Juntado Sr. Elem. School,1254,Elementary," 531,000.00 "
117621,I. Arroyo ES,1226,Elementary," 526,000.00 "
302738,Iloilo City NHS,5509,Secondary," 4,981,000.00 "
117622,Molo I ES,896,Elementary," 410,000.00 "
117623,Molo II ES,711,Elementary," 319,000.00 "
117624,San Juan ES,1073,Elementary," 449,000.00 "
117625,Taal ES,394,Elementary," 227,000.00 "
117626,A. Montes ES I,1376,Elementary," 679,000.00 "
117627,A. Montes ES II,1198,Elementary," 590,000.00 "
117628,Bo. Obrero ES,1223,Elementary," 555,000.00 "
302743,Bo. Obrero NHS,544,Secondary," 598,000.00 "
302742,Jalandoni MNHS,1390,Secondary," 1,576,000.00 "
117629,Jalandoni MS,2033,Elementary," 947,000.00 "
117896,Agdahon ES,232,Elementary," 134,000.00 "
312203,AGDAHON NATIONAL HIGH SCHOOL,191,Secondary," 192,000.00 "
117897,Arac ES,196,Elementary," 145,000.00 "
117898,Bagacay ES,118,Elementary," 126,000.00 "
117899,Bitaogan ES,306,Elementary," 196,000.00 "
117900,Buyo ES,237,Elementary," 146,000.00 "
117901,Cabunga ES,204,Elementary," 140,000.00 "
117902,Cairojan ES,212,Elementary," 132,000.00 "
117903,Gines Viejo Elementary School,317,Elementary," 205,000.00 "
117904,Maasin ES,312,Elementary," 176,000.00 "
117905,MAMBIRANAN ELEMENTARY SCHOOL,187,Elementary," 134,000.00 "
117906,Mulapula ES,413,Elementary," 246,000.00 "
302804,Mulapula NHS,351,Secondary," 427,000.00 "
117907,Nueva Union ES,323,Elementary," 197,000.00 "
186003,Pagaypay Primary School,159,Elementary," 90,000.00 "
117908,Passi I Central School,2361,Elementary," 1,076,000.00 "
302805,Passi National High School,3641,Secondary," 3,670,000.00 "
117909,Quinagaringan ES,349,Elementary," 222,000.00 "
117910,Agahon ES,364,Elementary," 310,000.00 "
117911,AGDAYAO INTEGRATED SCHOOL,183,Elementary," 138,000.00 "
312201,Agdayao Integrated School,143,Secondary," 196,000.00 "
186002,AGLALANA ELEMENTARY SCHOOL - ANNEX,148,Elementary," 109,000.00 "
117912,Aglalana ES,418,Elementary," 222,000.00 "
117913,Agtabo Elementary School,175,Elementary," 136,000.00 "
117915,Alimono Elementary School,408,Elementary," 221,000.00 "
117918,Anecito Panolino Elementary School,334,Elementary," 185,000.00 "
117916,Bacuranan ES,331,Elementary," 188,000.00 "
117917,BATU ELEMENTARY SCHOOL,185,Elementary," 134,000.00 "
186005,BATUYANAN ELEMENTARY SCHOOL,192,Elementary," 87,000.00 "
186004,Cadilang Primary School,106,Elementary," 61,000.00 "
302806,Efraim M. Santibanez National High School,508,Secondary," 529,000.00 "
117919,F.J.Santibañez MES,591,Elementary," 278,000.00 "
302803,Gemumua-Agahon NHS,306,Secondary," 394,000.00 "
117920,Imbang Grande ES,266,Elementary," 150,000.00 "
117921,Jaguimitan ES,604,Elementary," 292,000.00 "
117922,Libo-o ES,235,Elementary," 149,000.00 "
117923,Magdungao ES,315,Elementary," 174,000.00 "
117924,Magdungao Proper ES,158,Elementary," 127,000.00 "
117925,Man-it Integrated School,876,Elementary," 452,000.00 "
312202,Man-it Integrated School,358,Secondary," 348,000.00 "
117914,Prospero Palomo ES,337,Elementary," 180,000.00 "
302807,Salngan NHS,881,Secondary," 739,000.00 "
117926,Salngan-Alimono ES,790,Elementary," 354,000.00 "
117927,Tagubong ES,400,Elementary," 205,000.00 "
117928,Talongonan ES,175,Elementary," 129,000.00 "
117448,Abkasa ES,813,Elementary," 381,000.00 "
302699,ABKASA NHS,379,Secondary," 480,000.00 "
117449,Andres Bonifacio I ES,1828,Elementary," 869,000.00 "
117450,Andres Bonifacio II ES,2112,Elementary," 975,000.00 "
117452,Banago ES I,2497,Elementary," 1,049,000.00 "
117453,Banago ES II,1022,Elementary," 443,000.00 "
302705,Domingo Lacson NHS,3221,Secondary," 3,176,000.00 "
117454,Mandalagan ES,1658,Elementary," 694,000.00 "
117455,Bata ES I,2508,Elementary," 1,025,000.00 "
117456,Bata ES II,1113,Elementary," 532,000.00 "
302703,Bata NHS,2029,Secondary," 1,820,000.00 "
117457,DA Montelibano Sr. ES,737,Elementary," 386,000.00 "
117459,DoÃ±a C.L. Montelibano ES,1971,Elementary," 926,000.00 "
117484,Estefania ES,1958,Elementary," 744,000.00 "
181001,Isla ES,467,Elementary," 202,000.00 "
302709,Luis Hervias NHS,1643,Secondary," 1,575,000.00 "
302710,Mandalagan NHS,513,Secondary," 480,000.00 "
117460,Montevista ES,1268,Elementary," 521,000.00 "
302704,Romanito Maravilla NHS,379,Secondary," 482,000.00 "
117461,A. Lizares ES,2032,Elementary," 830,000.00 "
117463,A. Mabini ES,2063,Elementary," 933,000.00 "
302700,Alangilan NHS,425,Secondary," 604,000.00 "
117465,Alberto D. Arceo Sr. ES,437,Elementary," 216,000.00 "
117458,Fernando F. Gonzaga ES,919,Elementary," 447,000.00 "
181002,"Fr. Gratian Murray, AFCS IS",717,Elementary," 311,000.00 "
311202,"Fr. Gratian Murray, AFSC IS",544,Secondary," 490,000.00 "
302708,"Generoso Villanueva, Sr. NHS",469,Secondary," 583,000.00 "
117466,Patricia Homes ES,1492,Elementary," 593,000.00 "
117467,R. Alunan ES,757,Elementary," 374,000.00 "
181004,Vista Alegre-Granada Relocation ES,1639,Elementary," 605,000.00 "
117468,A.L. Jayme ES,3160,Elementary," 1,255,000.00 "
117469,Felisa ES,836,Elementary," 400,000.00 "
117470,Graciano Lopez Jaena ES,1355,Elementary," 609,000.00 "
117471,Handumanan ES-1,3896,Elementary," 1,971,000.00 "
302712,Handumanan NHS,2508,Secondary," 2,120,000.00 "
117472,Jose Gonzaga ES,1518,Elementary," 634,000.00 "
302713,Jovito H. Sayson NHS,280,Secondary," 335,000.00 "
181003,Kabugwason ES,606,Elementary," 283,000.00 "
302714,Mansilingan Agro-Ind. HS,1648,Secondary," 1,617,000.00 "
117473,Paglaum Village ES,1174,Elementary," 517,000.00 "
302715,Paglaum Village NHS,725,Secondary," 873,000.00 "
302707,Angela Gonzaga NHS,352,Secondary," 370,000.00 "
302701,Bacolod City NHS,4735,Secondary," 4,742,000.00 "
302702,Barangay Singcang-Airport NHS,1396,Secondary," 1,426,000.00 "
117478,DoÃ±a E.J. Garcia ES,1341,Elementary," 521,000.00 "
117475,Don Crispino V. Ramos ES,1372,Elementary," 590,000.00 "
117476,Don Jose R. Torres ES,2630,Elementary," 1,109,000.00 "
117477,Don L. Puentevella ES,948,Elementary," 407,000.00 "
302706,Emiliano Lizares NHS,1591,Secondary," 1,441,000.00 "
117479,Rizal ES,2856,Elementary," 1,147,000.00 "
117480,SPED,356,Elementary," 188,000.00 "
302718,Teofilo M. Gensoli Sr. NHS,344,Secondary," 369,000.00 "
117474,Vista Alegre ES,858,Elementary," 376,000.00 "
117481,Educ. & Training Center Sch. I,2507,Elementary," 1,092,000.00 "
117482,Educ.& Training Center Sch. II,2518,Elementary," 1,028,000.00 "
117483,EDUCATION & TRAINING CENTER SCHOOL III,2508,Elementary," 998,000.00 "
302717,Cabug NHS,483,Secondary," 422,000.00 "
117488,Don I. Nessia Sr. ES,1228,Elementary," 494,000.00 "
117489,Don R. A. Medel Sr. ES,2925,Elementary," 1,139,000.00 "
117490,F.R. Flores ES,1108,Elementary," 467,000.00 "
302711,Luisa Medel NHS,1540,Secondary," 1,476,000.00 "
311201,M. G. Medalla Integrated School,632,Secondary," 541,000.00 "
117485,Mariano G. Medalla Integrated School,1137,Elementary," 443,000.00 "
117486,Pahanocoy Baybay ES,649,Elementary," 315,000.00 "
117491,Sum-ag ES,3945,Elementary," 1,610,000.00 "
302716,Sum-ag NHS,2816,Secondary," 2,717,000.00 "
117492,Villa Esperanza ES,705,Elementary," 321,000.00 "
117493,A. M. Espinos ES,399,Elementary," 210,000.00 "
117494,Abuanan ES,794,Elementary," 356,000.00 "
117495,Guanzon-Balgos ES,196,Elementary," 129,000.00 "
117496,I. Makilan ES,918,Elementary," 379,000.00 "
117497,Inocencio Lucasan ES,301,Elementary," 157,000.00 "
117498,J.L. Araneta Elementary School,1271,Elementary," 536,000.00 "
117499,Ma. Rosario Araneta ES,670,Elementary," 362,000.00 "
117500,Newton Jison ES,984,Elementary," 407,000.00 "
302720,Ramon Torres Dulao NHS,911,Secondary," 859,000.00 "
302725,Ramon Torres Taloc NHS,621,Secondary," 623,000.00 "
117501,T.M. Morada Sr. ES,1009,Elementary," 454,000.00 "
117502,V. Cauntoy ES,999,Elementary," 416,000.00 "
117503,B. Araneta ES,507,Elementary," 260,000.00 "
117504,Bago City ES,2496,Elementary," 1,039,000.00 "
117505,Dr. A. Sian ES,359,Elementary," 191,000.00 "
117506,Gen. Juan A. Araneta ES,1301,Elementary," 517,000.00 "
117507,Jalsis ES,1047,Elementary," 481,000.00 "
117508,L. De La Rama ES,344,Elementary," 201,000.00 "
117509,Lag-asan ES,1007,Elementary," 460,000.00 "
117510,M.L. Araneta ES,904,Elementary," 402,000.00 "
302722,RAMON TORRES MALINGIN NATIONAL HIGH SCHOOL,924,Secondary," 789,000.00 "
302719,Ramon Torres NHS,4757,Secondary," 4,339,000.00 "
117511,Alianza Elementary School,373,Elementary," 189,000.00 "
117512,Astro Farms ES,225,Elementary," 151,000.00 "
117513,Atipuluan ES,738,Elementary," 394,000.00 "
117514,Bagroy ES,270,Elementary," 152,000.00 "
117515,Caridad ES,448,Elementary," 258,000.00 "
117517,Ma-ao Sugar Central Elementary School,1310,Elementary," 695,000.00 "
302721,Ramon Torres Ma-ao Sugar Central NHS,1034,Secondary," 1,100,000.00 "
302723,Ramon Torres Sagasa National High School,598,Secondary," 706,000.00 "
117516,RM. Salas ES,498,Elementary," 252,000.00 "
117518,Sagasa ES,839,Elementary," 392,000.00 "
117519,Cristeta A. Dormido ES,363,Elementary," 195,000.00 "
117528,Don Salvador Benedicto Memorial School,572,Elementary," 269,000.00 "
117520,Dr. P.F. Elizalde ES,260,Elementary," 153,000.00 "
117521,J. Montilla ES,761,Elementary," 338,000.00 "
117522,LOUISIANA ELEMENTARY SCHOOL,1099,Elementary," 496,000.00 "
117523,Ma-ao ES,2079,Elementary," 899,000.00 "
117524,Mailum ES,671,Elementary," 306,000.00 "
117525,Najaba ES,408,Elementary," 243,000.00 "
117526,R & S Abindan ES,571,Elementary," 263,000.00 "
117527,R.M. Araneta ES,448,Elementary," 249,000.00 "
302724,Ramon Torres Louisiana NHS,2041,Secondary," 1,912,000.00 "
117529,Agudo ES,63,Elementary," 87,000.00 "
117530,Alimatoc ES,314,Elementary," 176,000.00 "
311405,Banquerohan NHS (Dr. Vicente F Gustilo NHS-Banquerohan Ext),487,Secondary," 519,000.00 "
117531,Cadiz East Elem. School II,1249,Elementary," 598,000.00 "
117532,Dr. V.F.Gustilo ES,183,Elementary," 131,000.00 "
117533,Hiyang-Hiyang ES,289,Elementary," 149,000.00 "
311403,Mabini NHS - Alimatoc Ext. HS,151,Secondary," 201,000.00 "
117534,"Martin A. Quiachon, Sr. ES",222,Elementary," 156,000.00 "
117535,Paniqui-on Elementary School,272,Elementary," 161,000.00 "
117536,Pedro E. Ramos Sr. ES,960,Elementary," 448,000.00 "
117537,Pedro Pitogo ES,283,Elementary," 183,000.00 "
117538,San Andres ES,302,Elementary," 193,000.00 "
117539,Sewahon ES,150,Elementary," 124,000.00 "
117540,SPED Training Center,491,Elementary," 289,000.00 "
117541,Tiglawigan ES,854,Elementary," 415,000.00 "
302733,Tiglawigan NHS,633,Secondary," 688,000.00 "
117542,Villacin ES,908,Elementary," 415,000.00 "
302735,Villacin NHS,654,Secondary," 823,000.00 "
311407,Villacin NHS-Sewahon Ext HS,98,Secondary," 177,000.00 "
117543,Alingating ES,228,Elementary," 139,000.00 "
117544,Bayabas ES,631,Elementary," 331,000.00 "
117545,Cabahug ES,212,Elementary," 144,000.00 "
117546,Cadiz East I ES,1730,Elementary," 788,000.00 "
117547,Cotcot ES,132,Elementary," 114,000.00 "
117548,Don Ricardo Jesena Sr. ES,426,Elementary," 219,000.00 "
117549,Escolastica ES,185,Elementary," 127,000.00 "
117550,F.M. Cabras ES,162,Elementary," 122,000.00 "
117551,Floro L. Reboton ES,459,Elementary," 255,000.00 "
117552,Igcamalig ES,67,Elementary," 86,000.00 "
302736,Jerusalem National High School (Villacin NHS - Jerusalem Ext. HS),374,Secondary," 402,000.00 "
117553,Mabini ES,766,Elementary," 362,000.00 "
302731,Mabini National High School,577,Secondary," 623,000.00 "
117554,Manuel J. Escalante ES,889,Elementary," 370,000.00 "
117555,Sangay ES,150,Elementary," 125,000.00 "
302734,Tiglawigan NHS - Magsaysay Extension High School,307,Secondary," 292,000.00 "
117556,Tres Andanas ES,233,Elementary," 152,000.00 "
117557,V. Patricio Memorial ES,182,Elementary," 126,000.00 "
117558,Yee-On ES,573,Elementary," 285,000.00 "
117559,Andres Bonifacio ES,864,Elementary," 402,000.00 "
117560,Balandra ES,311,Elementary," 179,000.00 "
117561,Cadiz West I ES,1604,Elementary," 671,000.00 "
302729,Caduha-an NHS - Andres Bonifacio Ext. HS,439,Secondary," 385,000.00 "
311401,Caduha-an NHS - Luna Ext. HS,432,Secondary," 368,000.00 "
117562,Daga ES,1230,Elementary," 578,000.00 "
117563,Don Luis Consing ES,678,Elementary," 345,000.00 "
311404,Dr. Vicente F. Gustilo Memorial NHS - Daga Ext. HS,393,Secondary," 352,000.00 "
117565,Egido-Fernandez ES,456,Elementary," 251,000.00 "
117564,Luis Uy Chiat Elementary School,238,Elementary," 146,000.00 "
117566,Naga Angela ES,175,Elementary," 122,000.00 "
117567,Progreso ES,861,Elementary," 415,000.00 "
117568,San Rafael ES,253,Elementary," 159,000.00 "
302732,SPED High School,216,Secondary," 302,000.00 "
117569,Aluyan ES,179,Elementary," 126,000.00 "
117570,Burgos ES,473,Elementary," 269,000.00 "
311406,Burgos National High School,339,Secondary," 376,000.00 "
117571,Cadiz Viejo ES,469,Elementary," 253,000.00 "
302726,Cadiz Viejo NHS,393,Secondary," 484,000.00 "
117572,Cadiz West II ES,1774,Elementary," 736,000.00 "
117573,Caduha-an ES,768,Elementary," 400,000.00 "
302728,Caduha-an NHS,803,Secondary," 930,000.00 "
311402,Caduha-an NHS - Tagbanon Ext. HS,319,Secondary," 312,000.00 "
302730,Dr. Vicente F. Gustilo Memorial NHS,3633,Secondary," 3,305,000.00 "
117574,Gen. A. Lacson ES,541,Elementary," 265,000.00 "
117575,Hon. P. R. Villena MES,534,Elementary," 277,000.00 "
117576,Lacawon ES,203,Elementary," 129,000.00 "
117577,M.V. Gamboa ES,183,Elementary," 132,000.00 "
302727,Sicaba National High School,291,Secondary," 329,000.00 "
117578,Sombito ES,331,Elementary," 197,000.00 "
117579,Tagbanon ES,445,Elementary," 253,000.00 "
117039,Alimango ES,737,Elementary," 338,000.00 "
117040,Cervantes ES,524,Elementary," 252,000.00 "
117041,Danao Port ES,466,Elementary," 267,000.00 "
117042,Don Esteban dela Rama ES,417,Elementary," 217,000.00 "
117043,Escalante CES,2870,Elementary," 1,182,000.00 "
117044,Escalante ES I,1842,Elementary," 802,000.00 "
302625,Escalante NHS,2154,Secondary," 2,261,000.00 "
325601,Escalante NHS - Cervantes Ext.,178,Secondary," 216,000.00 "
311106,Escalante NHS - Dr. Floro T. Bongco Mem. Ext.,313,Secondary," 258,000.00 "
325605,Escalante NHS - Libertad Ext.,147,Secondary," 171,000.00 "
325604,Escalante NHS - Magsaysay Ext.,135,Secondary," 164,000.00 "
302628,Escalante NHS - Washington Ext. (Palao),264,Secondary," 302,000.00 "
117045,Hacienda Fe ES,306,Elementary," 167,000.00 "
117046,Jonobjonob ES,522,Elementary," 252,000.00 "
117047,Magsaysay ES,410,Elementary," 204,000.00 "
117048,Mercedes Alemany Parreño ES,228,Elementary," 137,000.00 "
302626,Old Poblacion NHS,816,Secondary," 735,000.00 "
117049,Puting Bato ES,301,Elementary," 157,000.00 "
117050,Tamlang ES,453,Elementary," 219,000.00 "
302627,Tamlang NHS,334,Secondary," 368,000.00 "
117051,Teofilo Amante Sr. ES,459,Elementary," 236,000.00 "
117052,Washington ES,556,Elementary," 269,000.00 "
117053,Binaguiohan ES,430,Elementary," 247,000.00 "
117054,Buenavista ES,504,Elementary," 276,000.00 "
302595,Buenavista NHS,565,Secondary," 741,000.00 "
302596,Buenavista NHS - Japitan Ext.,227,Secondary," 237,000.00 "
325602,Buenavista NHS - Langub Ext.,211,Secondary," 179,000.00 "
117055,Dian-ay Elementary School,869,Elementary," 438,000.00 "
302615,Dian-ay NHS,686,Secondary," 645,000.00 "
117056,Doña Rosario C. Valdivia ES,237,Elementary," 146,000.00 "
325603,Escalante NHS - Pinapugasan Ext.,223,Secondary," 204,000.00 "
117057,Japitan ES,436,Elementary," 242,000.00 "
117058,Langub Elementary School,496,Elementary," 264,000.00 "
117059,Libertad ES,497,Elementary," 248,000.00 "
117060,Mabini CES,1024,Elementary," 460,000.00 "
302660,Mabini NHS,824,Secondary," 729,000.00 "
117061,Malasibog ES,460,Elementary," 246,000.00 "
117062,Paitan ES,385,Elementary," 209,000.00 "
117063,Pinapugasan ES,687,Elementary," 317,000.00 "
117064,Rizal ES,492,Elementary," 253,000.00 "
117065,Udtongan ES,477,Elementary," 250,000.00 "
117830,Balisong ES,594,Elementary," 282,000.00 "
117832,Basak ES,324,Elementary," 174,000.00 "
117841,Bino ES,346,Elementary," 134,000.00 "
117833,Bugtong ES,234,Elementary," 149,000.00 "
117837,Casipsipan ES,439,Elementary," 211,000.00 "
117839,D.C.Gurrucharri MS,610,Elementary," 279,000.00 "
117858,Esteban R. Abada Memorial School-East,1642,Elementary," 642,000.00 "
117859,Hilamonan ES,586,Elementary," 257,000.00 "
117843,Lorenzo Zayco ES,267,Elementary," 152,000.00 "
117848,Orong ES,542,Elementary," 264,000.00 "
117853,Tan-awan ES,731,Elementary," 310,000.00 "
312101,TAN-AWAN NHS,528,Secondary," 491,000.00 "
117854,Amian ES,319,Elementary," 164,000.00 "
117855,Balagtingon ES,231,Elementary," 148,000.00 "
117856,Camansi ES,798,Elementary," 342,000.00 "
302792,Camansi NHS,525,Secondary," 504,000.00 "
117857,Camugao ES,139,Elementary," 118,000.00 "
185501,CARA-AN ES,333,Elementary," 161,000.00 "
117840,Esteban R. Abada MS (West),1769,Elementary," 738,000.00 "
302789,Kabankalan NHS,1512,Secondary," 1,244,000.00 "
117861,Kabanyohan ES,266,Elementary," 154,000.00 "
117863,Magtongtong ES,287,Elementary," 150,000.00 "
117864,Matama ES,435,Elementary," 205,000.00 "
117851,SONEDCO ES,276,Elementary," 142,000.00 "
117871,Tampalon ES,1251,Elementary," 529,000.00 "
302800,Tampalon NHS,711,Secondary," 713,000.00 "
117872,Yanog ES,257,Elementary," 154,000.00 "
117876,Binicuil ES,797,Elementary," 389,000.00 "
302786,Binicuil NHS,796,Secondary," 1,029,000.00 "
117877,Calabasahan ES,210,Elementary," 132,000.00 "
117879,Candiacap ES,189,Elementary," 133,000.00 "
117880,Daan Banua ES,689,Elementary," 340,000.00 "
302788,DAAN BANUA NHS,279,Secondary," 354,000.00 "
117881,Dacongcogon ES,385,Elementary," 195,000.00 "
117882,Dr. Pablo Torre PS,130,Elementary," 89,000.00 "
117884,Jose G. Peralta MS,361,Elementary," 189,000.00 "
117862,Linao ES,376,Elementary," 194,000.00 "
117887,Magballo ES,1032,Elementary," 455,000.00 "
117892,Salong ES,1073,Elementary," 445,000.00 "
302796,Salong NHS,759,Secondary," 807,000.00 "
117893,San Jose ES,723,Elementary," 324,000.00 "
117894,Talubangi ES,624,Elementary," 295,000.00 "
302791,TALUBANGI NHS,476,Secondary," 572,000.00 "
117895,Tapi ES,1220,Elementary," 522,000.00 "
302802,Tapi NHS - Magballo Ext.,283,Secondary," 321,000.00 "
117873,Banman PS,16,Elementary," 58,000.00 "
117874,Bantayan ES,1171,Elementary," 536,000.00 "
302785,Bantayan NHS,678,Secondary," 729,000.00 "
312102,Bantayan NHS - Baras Diutay Ext.,144,Secondary," 223,000.00 "
117875,Baras Diutay ES,373,Elementary," 194,000.00 "
117878,Camandaan PS,33,Elementary," 61,000.00 "
117883,Ilan PS,171,Elementary," 82,000.00 "
117860,Inapoy ES,530,Elementary," 264,000.00 "
302794,Inapoy NHS,278,Secondary," 344,000.00 "
117885,Locotan ES,634,Elementary," 301,000.00 "
302795,Locotan NHS,399,Secondary," 422,000.00 "
117886,Lowag ES,204,Elementary," 132,000.00 "
185502,Mambaog PS,66,Elementary," 68,000.00 "
117888,Mamig ES,158,Elementary," 104,000.00 "
117889,Nursery PS,130,Elementary," 77,000.00 "
117890,Pacao ES,385,Elementary," 199,000.00 "
117865,Pangyasan PS,79,Elementary," 70,000.00 "
117866,Piliopiliohan PS,111,Elementary," 91,000.00 "
117867,Pinaguinpinan ES,804,Elementary," 361,000.00 "
302798,PINAGUINPINAN NHS,267,Secondary," 353,000.00 "
117891,Sagumayon PS,15,Elementary," 53,000.00 "
117868,Sampac PS,25,Elementary," 57,000.00 "
117869,Tabugon ES,1806,Elementary," 723,000.00 "
302797,Tabugon NHS,700,Secondary," 743,000.00 "
302799,Tabugon NHS - Tagoc Ext.,202,Secondary," 238,000.00 "
117870,Tagoc ES,616,Elementary," 283,000.00 "
302801,Tapi NHS,707,Secondary," 716,000.00 "
117829,Badiangay ES,369,Elementary," 197,000.00 "
117831,Ballo ES,252,Elementary," 139,000.00 "
117834,Bula ES,459,Elementary," 253,000.00 "
117835,Camingawan ES,689,Elementary," 310,000.00 "
117836,Carol-an ES,1023,Elementary," 419,000.00 "
302787,CAROL-AN NHS,491,Secondary," 494,000.00 "
117838,Colambo Elementary School,176,Elementary," 101,000.00 "
302793,Florentino Galang Sr. NHS,1521,Secondary," 1,385,000.00 "
117842,Hinapunan Integrated School,350,Elementary," 180,000.00 "
312103,Hinapunan Integrated School,181,Secondary," 206,000.00 "
117844,Mansumbil PS,165,Elementary," 91,000.00 "
117846,NOAC ES,930,Elementary," 405,000.00 "
117847,Oringao ES,1570,Elementary," 594,000.00 "
117849,Pitgong ES,208,Elementary," 126,000.00 "
117850,Pres. Osmena ES,383,Elementary," 208,000.00 "
117852,Tagukon ES,767,Elementary," 387,000.00 "
302790,TAGUKON NHS,541,Secondary," 540,000.00 "
117630,Ayungon ES,629,Elementary," 364,000.00 "
117631,Balabag ES,366,Elementary," 247,000.00 "
117632,Batuan ES,246,Elementary," 150,000.00 "
117633,CAC Malipayon ES,365,Elementary," 227,000.00 "
117634,Caiñaman ES,270,Elementary," 153,000.00 "
117635,Ferlou ES,288,Elementary," 173,000.00 "
117636,La Carlota South ES I,1543,Elementary," 780,000.00 "
117638,Cubay ES,263,Elementary," 193,000.00 "
117639,Esperanza ES,126,Elementary," 113,000.00 "
183002,La Carlota City SPED Integrated School,113,Elementary," 103,000.00 "
311601,La Carlota City SPED Integrated School,26,Secondary," 144,000.00 "
117640,La Carlota North ES,1236,Elementary," 575,000.00 "
117641,La Carlota Sugar CES,212,Elementary," 156,000.00 "
117642,Nagasi ES,381,Elementary," 240,000.00 "
117637,Roberto Salas Benedicto ES,548,Elementary," 289,000.00 "
117643,Salamanca ES,171,Elementary," 132,000.00 "
117644,Ara-al ES,673,Elementary," 367,000.00 "
302751,Dona H.S.Benedicto NHS,3753,Secondary," 3,730,000.00 "
117646,Haguimit ES I,633,Elementary," 349,000.00 "
183001,Haguimit ES II,79,Elementary," 91,000.00 "
117647,La Carlota South ES II,812,Elementary," 429,000.00 "
117648,La Granja ES,822,Elementary," 448,000.00 "
302752,La Granja NHS,831,Secondary," 852,000.00 "
302753,La Granja NHS - Yubo Ext.,297,Secondary," 311,000.00 "
117645,Miguel S. Mondia ES,166,Elementary," 129,000.00 "
117649,San Miguel ES I,373,Elementary," 242,000.00 "
117650,San Miguel ES II,206,Elementary," 142,000.00 "
302754,San Miguel NHS,571,Secondary," 612,000.00 "
117651,Yubo ES,472,Elementary," 271,000.00 "
302669,Negros Occidental HS,5921,Secondary," 5,573,000.00 "
116864,Amontay ES,365,Elementary," 169,000.00 "
116866,Binalbagan ES,1528,Elementary," 655,000.00 "
311101,Binalbagan NHS - NOSOF Ext.,422,Secondary," 395,000.00 "
302672,Binalbagan NHS - Santol Ext.,367,Secondary," 274,000.00 "
302671,Binalbagan NHS (Paglaum NHS),1104,Secondary," 1,314,000.00 "
116867,Binalbagan South ES,390,Elementary," 207,000.00 "
116868,Canmoros ES,597,Elementary," 287,000.00 "
116870,Don A.Y. Locsin ES,474,Elementary," 233,000.00 "
116871,Don Santiago Lazarte ES,543,Elementary," 282,000.00 "
116869,Doña Concepcion Y. Yusay Memorial School,209,Elementary," 154,000.00 "
116873,Mabunga Primary School,68,Elementary," 64,000.00 "
116874,Marina ES,164,Elementary," 139,000.00 "
116875,Nabu-ac ES,232,Elementary," 135,000.00 "
116876,Nabuswang Elementary School,150,Elementary," 93,000.00 "
302675,Payao National High School,1151,Secondary," 1,112,000.00 "
302676,Payao NHS - Namulo Ext.,105,Secondary," 196,000.00 "
116865,"Pedro Y. Ditching, Sr. - Bagroy ES",383,Elementary," 232,000.00 "
116872,Porferio S. Porillo Sr. ES,331,Elementary," 173,000.00 "
116877,Progreso ES,190,Elementary," 148,000.00 "
116878,Santol ES,553,Elementary," 270,000.00 "
116879,Tambu ES,281,Elementary," 154,000.00 "
116880,Torres ES,358,Elementary," 212,000.00 "
116881,Biao ES,820,Elementary," 372,000.00 "
302592,Biao NHS,400,Secondary," 410,000.00 "
116882,Binadlan ES,226,Elementary," 133,000.00 "
116883,Bulwang Elementary School,217,Elementary," 130,000.00 "
116884,Cabiti ES,270,Elementary," 158,000.00 "
116885,Doña Jesusa Arroyo ES,414,Elementary," 210,000.00 "
116894,JOSE L. YULO,262,Elementary," 153,000.00 "
116886,Mangahoycahoy ES,288,Elementary," 145,000.00 "
116887,Manolita ES,234,Elementary," 151,000.00 "
116888,Nasanagan Elementary School,328,Elementary," 149,000.00 "
116889,Paglaum Village ES,416,Elementary," 252,000.00 "
116890,Payao ES,1536,Elementary," 623,000.00 "
116891,Pucatod ES,342,Elementary," 191,000.00 "
116892,San Jose ES,568,Elementary," 304,000.00 "
116893,San Teodoro Elementary School,317,Elementary," 235,000.00 "
302586,Agpangi NHS,372,Secondary," 429,000.00 "
116895,Ani-e ES,224,Elementary," 142,000.00 "
116896,Bagacay ES,145,Elementary," 122,000.00 "
116897,Bantayanon ES,146,Elementary," 115,000.00 "
