school.id,teachers.instructor,teachers.mobile,teachers.regular,teachers.sped
116751,0,1,12,0
116752,0,0,6,0
116753,0,0,15,0
116754,0,7,35,0
116755,0,1,5,0
116756,0,0,6,0
116757,0,0,6,0
116758,0,0,7,0
116759,0,0,7,0
116760,0,0,2,0
116761,0,0,6,0
116762,0,0,12,0
116763,0,0,6,0
116764,0,0,6,0
116765,0,0,6,0
116766,0,0,6,0
116767,0,0,7,0
116768,0,8,14,0
116769,0,0,17,0
116770,0,0,2,0
116771,0,0,9,0
116772,0,0,9,0
116773,0,0,6,0
116774,0,0,4,0
116775,0,0,5,0
116776,0,0,10,0
116777,0,0,21,0
116778,0,5,26,0
116779,0,0,6,0
116780,0,0,9,0
116781,0,0,1,0
116782,0,0,2,0
116783,0,0,10,0
116784,0,0,3,0
116785,0,0,6,0
116786,0,0,7,0
116787,0,2,11,0
116788,0,9,24,0
116789,0,1,1,0
116790,0,0,1,0
116791,0,0,6,0
116792,0,1,7,0
116793,0,0,11,0
116794,0,0,6,0
116795,0,0,6,0
116796,0,0,2,0
116797,0,0,6,0
116798,0,0,6,0
116799,0,0,10,0
116800,0,2,9,0
116801,0,0,6,0
116802,0,0,6,0
116803,0,0,1,0
116804,0,0,2,0
116805,0,0,6,0
116806,0,1,6,0
116807,0,0,1,0
116808,0,0,6,0
116809,0,0,8,0
116810,0,0,4,0
116811,0,0,2,0
116812,0,0,7,0
116813,0,17,50,0
116814,0,1,9,0
116815,0,1,6,0
116816,0,0,6,0
116817,0,0,6,0
116818,0,1,6,0
116819,0,0,7,0
116820,0,0,12,0
116821,0,0,6,0
116822,0,1,15,0
116823,0,2,16,0
116824,0,0,6,0
116825,0,0,7,0
116826,0,1,3,0
116827,0,2,13,0
116828,0,0,6,0
116829,0,0,6,0
116830,0,0,6,0
116831,0,0,6,0
116832,0,0,4,0
116833,0,0,3,0
116834,0,2,14,0
116835,0,0,14,0
116836,0,0,15,0
116837,0,0,6,0
116838,0,0,4,0
116839,0,15,39,0
116840,0,2,9,0
116841,0,0,6,0
116842,0,1,5,0
116843,0,1,7,0
116844,0,0,3,0
116845,0,0,6,0
116846,0,0,10,0
116847,0,0,2,0
116848,0,0,6,0
116849,0,0,10,0
116850,0,0,2,0
116851,0,0,5,0
116852,0,0,6,0
116853,0,0,6,0
116854,0,0,3,0
116855,0,11,20,1
116856,0,0,6,0
116857,0,0,6,0
116858,0,1,11,0
116859,0,0,15,0
116860,0,2,21,0
116861,0,2,12,0
116862,0,0,9,0
116863,0,9,30,0
116864,0,0,8,0
116865,0,0,14,0
116866,0,12,28,0
116867,0,0,11,0
116868,0,1,14,0
116869,0,0,8,0
116870,0,1,11,0
116871,0,0,16,0
116872,0,0,7,0
116873,0,0,1,0
116874,0,0,7,0
116875,0,0,6,0
116876,0,0,3,0
116877,0,0,7,0
116878,0,0,14,0
116879,0,0,7,0
116880,0,0,12,0
116881,0,0,19,0
116882,0,0,6,0
116883,0,0,6,0
116884,0,0,7,0
116885,0,0,11,0
116886,0,0,6,0
116887,0,0,7,0
116888,0,0,6,0
116889,0,2,14,0
116890,0,2,32,0
116891,0,0,10,0
116892,0,2,16,0
116893,0,1,12,0
116894,0,2,5,0
116895,0,0,5,0
116896,0,0,4,0
116897,0,0,5,0
116898,0,2,7,0
116899,0,1,5,0
116900,0,0,6,0
116901,0,8,23,0
116902,0,1,4,0
116903,0,0,4,0
116904,0,0,12,0
116905,0,0,15,0
116906,0,0,6,0
116907,0,0,6,0
116908,0,0,4,0
116909,0,0,15,0
116910,0,0,8,0
116911,0,0,14,0
116912,0,2,11,0
116913,0,0,5,0
116914,0,2,12,0
116915,0,0,6,0
116916,0,0,9,0
116917,0,0,7,0
116918,0,12,15,0
116919,0,0,6,0
116920,0,0,6,0
116922,0,2,19,0
116923,0,0,7,0
116924,0,0,5,0
116925,0,0,9,0
116926,0,0,11,0
116927,0,0,6,0
116928,0,1,18,0
116929,0,0,4,0
116930,0,0,7,0
116931,0,0,7,0
116932,0,0,6,0
116933,0,0,7,0
116934,0,0,9,0
116935,0,0,10,0
116936,0,0,11,0
116937,0,0,11,0
116938,0,0,3,0
116939,0,0,3,0
116940,0,0,6,0
116941,0,0,5,0
116942,0,0,11,0
116943,0,0,5,0
116944,0,0,3,0
116945,0,7,27,0
116946,0,0,17,0
116947,0,0,2,0
116948,0,0,4,0
116949,0,0,9,0
116950,0,0,2,0
116951,0,0,9,0
116952,0,0,3,0
116953,0,0,13,0
116954,0,0,3,0
116955,0,0,8,0
116956,0,1,11,0
116957,0,0,1,0
116958,0,0,10,0
116959,0,0,4,0
116960,0,0,2,0
116961,0,0,3,0
116962,0,0,6,0
116963,0,4,25,0
116964,0,0,8,0
116965,0,1,25,0
116966,0,3,17,0
116967,0,0,4,0
116968,0,0,1,0
116969,0,0,9,0
116970,0,0,3,0
116971,0,0,3,0
116972,0,0,1,0
116973,0,0,3,0
116974,0,3,17,0
116975,0,2,11,0
116976,0,0,7,0
116977,0,0,1,0
116978,0,0,2,0
116979,0,0,7,0
116980,0,0,2,0
116981,0,0,13,0
116982,0,0,2,0
116983,0,0,3,0
116984,0,0,4,0
116986,0,1,16,0
116987,0,0,6,0
116988,0,0,3,0
116989,0,0,20,0
116990,0,0,1,0
116992,0,0,6,0
116994,0,0,2,0
116995,0,0,4,0
116996,0,0,14,0
116997,0,0,6,0
116998,0,0,15,0
116999,0,0,2,0
117000,0,0,13,0
117001,0,0,8,0
117002,0,0,6,0
117003,0,7,23,0
117004,0,0,5,0
117005,0,1,15,0
117006,0,1,17,0
117008,0,0,6,0
117009,0,0,6,0
117010,0,0,1,0
117011,0,2,11,0
117012,0,0,5,0
117013,0,0,5,0
117014,0,0,6,0
117015,0,0,7,0
117016,0,0,12,0
117017,0,0,6,0
117018,0,2,21,0
117019,0,0,5,0
117020,0,0,1,0
117021,0,0,5,0
117022,0,1,11,0
117023,0,0,6,0
117024,0,0,9,0
117025,0,13,35,0
117026,0,0,6,0
117027,0,0,8,0
117028,0,1,12,0
117029,0,0,4,0
117030,0,0,13,0
117031,0,0,12,0
117032,0,0,7,0
117033,0,0,6,0
117034,0,0,15,0
117035,0,1,11,0
117036,0,0,7,0
117037,0,3,16,0
117038,0,0,6,0
117039,0,0,16,0
117040,0,0,11,0
117041,0,0,12,0
117042,0,0,10,0
117043,0,19,42,0
117044,0,1,41,0
117045,0,0,7,0
117046,0,1,11,0
117047,0,0,9,0
117048,0,0,6,0
117049,0,0,7,0
117050,0,0,10,0
117051,0,0,11,0
117052,0,0,14,0
117053,0,0,13,0
117054,0,0,14,0
117055,0,2,20,0
117056,0,0,7,0
117057,0,0,13,0
117058,0,1,13,0
117059,0,0,13,0
117060,0,8,17,0
117061,0,1,12,0
117062,0,1,7,0
117063,0,0,16,0
117064,0,0,13,0
117065,0,0,12,0
117066,0,0,7,0
117067,0,0,3,0
117068,0,0,11,0
117070,0,0,6,0
117071,0,0,3,0
117072,0,1,27,0
117073,0,0,7,0
117074,0,0,6,0
117075,0,0,7,0
117076,0,13,47,0
117077,0,0,14,0
117078,0,0,8,0
117079,0,0,15,0
117080,0,0,6,0
117081,0,0,2,0
117082,0,0,11,0
117083,0,0,6,0
117084,0,1,8,0
117085,0,0,16,0
117086,0,0,2,0
117087,0,0,7,0
117088,0,0,8,0
117089,0,8,38,0
117090,0,0,6,0
117091,0,0,9,0
117092,0,1,6,0
117093,0,0,4,0
117094,0,2,21,0
117095,0,0,7,0
117096,0,0,3,0
117097,0,0,8,0
117098,0,0,7,0
117099,0,1,9,0
117100,0,0,15,0
117101,0,1,14,0
117102,0,0,6,0
117103,0,1,14,0
117104,0,0,6,0
117105,0,2,16,0
117106,0,0,4,0
117107,0,1,24,0
117108,0,0,17,0
117109,0,0,12,0
117110,0,0,6,0
117111,0,0,11,0
117112,0,1,10,0
117113,0,6,42,1
117114,0,3,18,0
117115,0,0,13,0
117116,0,0,11,0
117117,0,0,13,0
117118,0,0,17,0
117119,0,2,20,0
117120,0,0,9,0
117121,0,0,7,0
117122,0,1,6,0
117123,0,2,12,0
117124,0,0,4,0
117125,0,0,6,0
117126,0,1,12,0
117127,0,0,7,0
117128,0,0,11,0
117129,0,0,16,0
117130,0,0,13,0
117131,0,1,12,0
117132,0,0,6,0
117133,0,3,12,0
117134,0,0,6,0
117135,0,0,7,0
117136,0,2,13,0
117137,0,0,6,0
117138,0,0,14,0
117139,0,0,30,0
117140,0,3,20,0
117141,0,0,6,0
117142,0,0,20,0
117143,0,0,5,0
117144,0,0,23,0
117145,0,0,2,0
117146,0,0,4,0
117147,0,2,28,0
117148,0,0,7,0
117149,0,0,7,0
117150,0,0,7,0
117151,0,0,13,0
117152,0,0,1,0
117153,0,0,5,0
117154,0,5,20,0
117155,0,0,4,0
117156,0,0,5,0
117157,0,0,14,0
117158,0,0,1,0
117159,0,0,10,0
117160,0,0,6,0
117161,0,0,12,0
117162,0,1,22,0
117163,0,0,10,0
117164,0,6,20,0
117165,0,3,13,0
117166,0,1,7,0
117168,0,0,7,0
117169,0,0,6,0
117170,0,0,6,0
117171,0,0,6,0
117172,0,2,13,0
117173,0,2,24,0
117174,0,1,9,0
117175,0,1,6,0
117176,0,0,6,0
117177,0,0,6,0
117178,0,6,25,0
117179,0,0,9,0
117180,0,0,9,0
117181,0,1,12,0
117182,0,1,6,0
117183,0,0,6,0
117184,0,0,7,0
117185,0,0,11,0
117186,0,0,8,0
117187,0,0,18,0
117188,0,0,16,0
117189,0,1,7,0
117190,0,0,8,0
117191,0,6,28,0
117192,0,6,18,0
117193,0,0,16,0
117194,0,0,2,0
117195,0,1,11,0
117196,0,0,8,0
117197,0,0,7,0
117198,0,0,6,0
117199,0,0,7,0
117200,0,0,6,0
117201,0,1,7,0
117202,0,0,1,0
117203,0,4,23,0
117204,0,1,8,0
117205,0,0,6,0
117206,0,0,6,0
117207,0,1,6,0
117208,0,0,3,0
117209,0,0,15,0
117210,0,0,7,0
117211,0,0,11,0
117212,0,1,18,0
117213,0,0,14,0
117214,0,0,8,0
117215,0,0,9,0
117216,0,0,6,0
117217,0,0,3,0
117218,0,4,18,0
117219,0,0,8,0
117220,0,11,27,0
117221,0,0,6,0
117222,0,0,8,0
117223,0,0,15,0
117224,0,0,7,0
117225,0,0,10,0
117226,0,0,13,0
117227,0,0,15,0
117228,0,1,8,0
117229,0,0,6,0
117230,0,0,6,0
117231,0,0,6,0
117232,0,10,27,0
117233,0,0,6,0
117234,0,1,10,0
117235,0,0,8,0
117236,0,0,14,0
117237,0,0,6,0
117238,0,0,7,0
117239,0,0,6,0
117240,0,0,6,0
117241,0,0,6,0
117242,0,0,12,0
117243,0,0,8,0
117244,0,0,14,0
117245,0,0,8,0
117246,0,1,13,0
117247,0,0,14,0
117248,0,10,43,0
117249,0,0,10,0
117250,0,0,18,0
117251,0,1,4,0
117252,0,1,12,0
117253,0,0,15,0
117254,0,1,6,0
117255,0,1,14,0
117256,0,0,7,0
117257,0,0,6,0
117258,0,0,6,0
117259,0,0,6,0
117260,0,2,6,0
117261,0,0,6,0
117262,0,0,4,0
117263,0,2,19,0
117264,0,0,9,0
117265,0,0,12,0
117266,0,1,11,0
117267,0,0,10,0
117268,0,10,21,0
117269,0,1,13,0
117270,0,0,7,0
117271,0,0,15,0
117272,0,0,9,0
117273,0,0,2,0
117274,0,0,2,0
117275,0,2,13,0
117276,0,0,13,0
117277,0,0,11,0
117278,0,0,8,0
117279,0,1,21,0
117280,0,2,12,0
117281,0,0,6,0
117282,0,0,7,0
117283,0,0,13,0
117284,0,6,37,0
117285,0,0,11,0
117286,0,1,5,0
117287,0,0,9,0
117288,0,0,3,0
117289,0,0,11,0
117290,0,0,6,0
117291,0,0,10,0
117292,0,0,6,0
117293,0,5,20,0
117294,0,2,21,0
117295,0,0,10,0
117296,0,0,15,0
117297,0,0,15,0
117298,0,0,8,0
117299,0,0,8,0
117300,0,0,11,0
117301,0,0,7,0
117302,0,0,8,0
117303,0,0,26,0
117304,0,4,17,0
117305,0,1,13,0
117306,0,1,18,0
117307,0,0,8,0
117308,0,2,20,0
117309,0,0,6,0
117310,0,0,3,0
117311,0,0,9,0
117312,0,1,10,0
117313,0,0,9,0
117314,0,0,5,0
117315,0,0,9,0
117316,0,4,26,0
117317,0,0,7,0
117318,0,0,7,0
117319,0,0,13,0
117320,0,0,7,0
117321,0,1,10,0
117322,0,1,13,0
117323,0,2,27,0
117324,0,5,30,0
117325,0,0,14,0
117326,0,0,10,0
117327,0,0,12,0
117328,0,0,3,0
117329,0,0,7,0
117330,0,0,15,0
117331,0,0,11,0
117332,0,0,4,0
117333,0,0,6,0
117334,0,0,20,0
117335,0,0,9,0
117336,0,0,13,0
117337,0,0,8,0
117338,0,0,2,0
117339,0,0,6,0
117340,0,2,11,0
117341,0,0,14,0
117342,0,0,7,0
117343,0,2,10,0
117344,0,1,6,0
117345,0,1,6,0
117346,0,2,29,0
117347,0,1,13,0
117348,0,1,12,0
117349,0,0,1,0
117350,0,3,18,0
117351,0,0,13,0
117352,0,0,8,0
117353,0,1,7,0
117354,0,0,5,0
117355,0,0,12,0
117356,0,0,6,0
117357,0,9,18,0
117358,0,0,18,0
117359,0,0,6,0
117360,0,0,12,0
117361,0,0,7,0
117362,0,0,23,0
117363,0,0,2,0
117364,0,0,5,0
117365,0,0,10,0
117366,0,0,3,0
117367,0,5,24,0
117368,0,0,6,0
117369,0,2,5,0
117370,0,0,12,0
117371,0,0,16,0
117372,0,1,16,0
117373,0,2,13,0
117374,0,1,6,0
117375,0,0,5,0
117376,0,0,4,0
117377,0,0,13,0
117378,0,0,4,0
117379,0,2,8,0
117380,0,0,17,0
117381,0,0,12,0
117382,0,1,32,0
117383,0,4,36,0
117384,0,0,6,0
117385,0,6,40,0
117386,0,0,21,0
117387,0,0,8,0
117388,0,1,8,0
117389,0,6,29,0
117390,0,2,18,0
117391,0,0,6,0
117392,0,0,11,0
117394,0,3,37,0
117395,0,1,5,0
117396,0,1,7,0
117397,0,0,7,0
117398,0,0,11,0
117399,0,2,11,0
117400,0,1,5,0
117401,0,0,8,0
117402,0,0,18,0
117403,0,0,8,0
117404,0,3,9,0
117405,0,0,9,0
117406,0,0,3,0
117407,0,1,12,0
117408,0,1,6,0
117409,0,0,7,0
117410,0,0,6,0
117411,0,0,12,0
117412,0,0,16,0
117414,0,1,15,0
117415,0,2,14,0
117416,0,0,6,0
117417,0,0,6,0
117418,0,6,33,0
117419,0,1,5,0
117420,0,1,5,0
117421,0,0,4,0
117422,0,0,15,0
117423,0,0,7,0
117424,0,0,6,0
117425,0,1,14,0
117426,0,0,11,0
117427,0,0,11,0
117428,0,1,39,0
117429,0,6,28,0
117431,0,0,31,0
117432,0,0,6,0
117433,0,0,8,0
117434,0,0,7,0
117435,0,15,51,0
117436,0,3,26,0
117437,0,0,20,0
117438,0,0,7,0
117439,0,3,33,0
117440,0,0,10,0
117441,0,0,10,0
117442,0,1,33,0
117443,0,0,7,0
117444,0,4,16,0
117445,0,0,13,0
117446,0,4,35,0
117447,0,7,23,0
117448,0,0,20,0
117449,0,10,40,0
117450,0,5,51,0
117452,0,2,53,0
117453,0,2,20,0
117454,0,3,34,0
117455,0,10,46,0
117456,0,3,26,0
117457,0,1,18,0
117458,0,0,22,0
117459,0,3,51,0
117460,0,3,28,0
117461,0,1,40,0
117463,0,8,47,0
117465,0,0,10,0
117466,0,3,26,0
117467,0,2,17,0
117468,0,11,47,0
117469,0,1,19,0
117470,0,6,30,0
117471,0,3,90,0
117472,0,2,28,0
117473,0,2,23,0
117474,0,3,12,0
117475,0,3,28,0
117476,0,7,53,0
117477,0,1,18,0
117478,0,2,22,0
117479,0,5,64,0
117480,0,0,9,12
117481,0,4,67,0
117482,0,8,53,0
117483,0,7,55,0
117484,0,2,33,0
117485,0,0,18,0
117486,0,1,15,0
117488,0,2,22,0
117489,0,6,54,0
117490,0,2,22,0
117491,0,9,75,0
117492,0,1,14,0
117493,0,0,9,0
117494,0,2,16,0
117495,0,0,6,0
117496,0,1,16,0
117497,0,0,7,0
117498,0,2,25,0
117499,0,3,18,0
117500,0,3,17,0
117501,0,4,22,0
117502,0,0,20,0
117503,0,0,14,0
117504,0,13,47,0
117505,0,0,9,0
117506,0,2,25,0
117507,0,2,25,0
117508,0,0,9,0
117509,0,4,23,0
117510,0,0,21,0
117511,0,0,9,0
117512,0,0,8,0
117513,0,0,20,0
117514,0,0,7,0
117515,0,2,13,0
117516,0,0,15,0
117517,0,7,36,0
117518,0,3,20,0
117519,0,0,10,0
117520,0,0,7,0
117521,0,1,15,0
117522,0,0,29,0
117523,0,11,44,0
117524,0,1,15,0
117525,0,0,14,0
117526,0,0,13,0
117527,0,0,14,0
117528,0,1,11,0
117529,0,0,3,0
117530,0,0,8,0
117531,0,6,33,0
117532,0,0,6,0
117533,0,0,6,0
117534,0,0,8,0
117535,0,0,8,0
117536,0,0,25,0
117537,0,0,10,0
117538,0,1,9,0
117539,0,0,7,0
117540,0,10,8,6
117541,0,1,24,0
117542,0,0,23,0
117543,0,0,7,0
117544,0,2,17,0
117545,0,0,7,0
117546,0,10,40,0
117547,0,0,6,0
117548,0,0,13,0
117549,0,0,6,0
117550,0,0,7,0
117551,0,0,14,0
117552,0,0,3,0
117553,0,1,19,0
117554,0,0,21,0
117555,0,0,6,0
117556,0,0,8,0
117557,0,0,6,0
117558,0,1,15,0
117559,0,1,22,0
117560,0,0,9,0
117561,0,9,33,0
117562,0,3,28,0
117563,0,1,17,0
117564,0,0,7,0
117565,0,0,13,0
117566,0,0,6,0
117567,0,2,23,0
117568,0,0,8,0
117569,0,0,6,0
117570,0,0,16,0
117571,0,1,14,0
117572,0,10,33,0
117573,0,4,19,0
117574,0,1,14,0
117575,0,2,13,0
117576,0,0,6,0
117577,0,0,8,0
117578,0,0,10,0
117579,0,0,14,0
117580,0,8,30,0
117581,0,4,26,0
117582,0,0,16,0
117583,0,1,14,0
117584,0,2,19,1
117585,0,1,23,0
117586,0,0,34,0
117587,0,0,17,0
117588,0,4,67,0
117589,0,1,19,0
117590,0,5,48,0
117591,0,3,13,11
117592,0,0,17,0
117593,0,1,15,0
117594,0,0,17,0
117595,0,3,11,0
117596,0,0,18,0
117597,0,9,42,0
117598,0,2,35,0
117599,0,0,14,0
117600,0,0,9,0
117601,0,0,14,0
117602,0,1,29,0
117603,0,0,22,0
117604,0,0,14,0
117605,0,2,33,0
117606,0,9,44,0
117607,0,2,24,0
117608,0,5,19,0
117609,0,1,13,0
117610,0,6,23,0
117611,0,0,17,0
117612,0,1,20,0
117613,0,0,16,0
117614,0,0,7,0
117615,0,2,16,0
117616,0,0,11,0
117617,0,1,66,0
117618,0,0,10,0
117619,0,7,68,0
117620,0,3,26,0
117621,0,5,24,0
117622,0,3,19,0
117623,0,1,14,0
117624,0,0,21,0
117625,0,0,12,0
117626,0,12,28,0
117627,0,3,32,0
117628,0,0,31,0
117629,0,5,50,0
117630,0,0,23,0
117631,0,0,15,0
117632,0,0,7,0
117633,0,1,11,0
117634,0,0,9,0
117635,0,0,8,0
117636,0,9,43,0
117637,0,1,16,0
117638,0,0,12,0
117639,0,0,6,0
117640,0,6,31,0
117641,0,0,8,0
117642,0,1,14,0
117643,0,0,7,0
117644,0,2,22,0
117645,0,0,4,0
117646,0,2,20,0
117647,0,6,22,0
117648,0,4,27,0
117649,0,0,15,0
117650,0,0,7,0
117651,0,0,18,0
117652,0,0,10,0
117653,0,1,5,0
117654,0,1,27,0
117655,0,1,16,0
117656,0,2,24,0
117657,0,0,17,0
117658,0,0,15,0
117659,0,0,17,0
117660,0,0,6,0
117661,0,7,30,0
117662,0,7,33,0
117663,0,0,6,0
117664,0,0,16,0
117665,0,0,13,0
117666,0,4,31,0
117667,0,3,9,0
117668,0,1,22,0
117669,0,3,18,0
117670,0,0,9,0
117671,0,0,8,0
117672,0,2,28,0
117673,0,5,19,0
117674,0,0,7,0
117675,0,1,8,0
117676,0,0,7,0
117677,0,1,8,0
117678,0,2,14,0
117679,0,0,12,0
117680,0,0,7,0
117681,0,0,9,0
117682,0,0,8,0
117683,0,0,12,0
117684,0,0,15,0
117685,0,3,26,0
117686,0,6,13,0
117687,0,1,19,0
117688,0,2,13,0
117689,0,1,15,0
117690,0,0,16,0
117691,0,3,7,0
117692,0,0,12,0
117693,0,0,12,0
117694,0,1,11,0
117695,0,0,10,0
117696,0,11,43,0
117697,0,0,3,0
117698,0,0,14,0
117699,0,0,5,0
117700,0,6,47,0
117701,0,0,8,0
117702,0,0,4,0
117703,0,0,12,0
117704,0,2,13,0
117705,0,0,3,0
117706,0,0,6,0
117707,0,0,17,0
117708,0,0,7,0
117709,0,3,16,0
117710,0,0,2,0
117711,0,0,6,0
117712,0,0,7,0
117713,0,3,23,0
117714,0,1,6,0
117715,0,0,5,0
117716,0,6,28,0
117717,0,0,8,0
117718,0,0,23,0
117719,0,2,19,0
117721,0,7,32,0
117722,0,0,16,0
117723,0,0,10,0
117724,0,4,28,0
117725,0,0,6,0
117726,0,1,5,0
117727,0,0,10,0
117728,0,0,7,0
117729,0,0,6,0
117730,0,0,12,0
117731,0,0,5,0
117732,0,0,5,0
117733,0,0,16,0
117734,0,0,5,0
117735,0,0,5,0
117736,0,0,7,0
117737,0,1,12,0
117738,0,0,3,0
117739,0,0,7,0
117740,0,0,5,0
117742,0,0,4,0
117743,0,0,5,0
117744,0,0,5,0
117745,0,0,7,0
117746,0,0,7,0
117747,0,0,34,0
117748,0,0,7,0
117749,0,0,7,0
117750,0,0,10,0
117751,0,0,6,0
117752,0,0,7,0
117753,0,11,30,0
117754,0,7,10,0
117755,0,0,6,0
117756,0,0,18,0
117757,0,1,8,0
117758,0,9,30,0
117759,0,0,6,0
117760,0,2,17,0
117761,0,0,7,0
117762,0,1,7,0
117763,0,0,15,0
117764,0,0,10,0
117765,0,2,16,0
117766,0,0,8,0
117767,0,0,7,0
117768,0,0,6,0
117769,0,0,8,0
117770,0,0,5,0
117771,0,0,15,0
117772,0,0,19,0
117773,0,9,17,0
117774,0,0,5,0
117775,0,0,7,0
117776,0,0,11,0
117777,0,0,5,0
117778,0,0,6,0
117779,0,0,7,0
117780,0,0,7,0
117781,0,0,7,0
117782,0,0,5,0
117783,0,3,22,0
117784,0,2,3,0
117785,0,7,16,0
117786,0,0,7,0
117787,0,0,9,0
117788,0,1,20,0
117789,0,0,12,0
117790,0,0,7,0
117791,0,1,17,0
117792,0,0,20,0
117793,0,0,11,0
117794,0,0,17,0
117795,0,0,10,0
117796,0,0,8,0
117797,0,0,13,0
117798,0,0,5,0
117799,0,1,11,0
117800,0,12,24,1
117801,0,2,21,0
117802,0,1,25,0
117803,0,2,23,0
117804,0,14,67,0
117805,0,3,8,0
117806,0,3,10,0
117807,0,5,48,0
117808,0,2,16,0
117809,0,0,8,0
117810,0,0,9,0
117811,0,0,7,0
117812,0,0,7,0
117813,0,1,20,0
117814,0,5,34,0
117815,0,2,19,0
117816,0,1,12,0
117817,0,2,10,0
117818,0,0,7,0
117819,0,0,7,0
117820,0,1,15,0
117821,0,0,26,0
117822,0,1,14,0
117823,0,0,7,0
117824,0,0,6,0
117825,0,0,7,0
117826,0,0,5,0
117827,0,6,34,0
117828,0,2,23,0
117829,0,0,10,0
117830,0,0,13,0
117831,0,0,5,0
117832,0,0,7,0
117833,0,1,4,0
117834,0,0,12,0
117835,0,0,13,0
117836,0,0,17,0
117837,0,0,7,0
117838,0,0,2,0
117839,0,1,13,0
117840,0,12,26,2
117841,0,0,4,0
117842,0,0,7,0
117843,0,0,6,0
117844,0,0,2,0
117845,0,0,1,0
117846,0,0,18,0
117847,0,4,24,0
117848,0,1,10,0
117849,0,0,5,0
117850,0,0,9,0
117851,0,0,6,0
117852,0,0,20,0
117853,0,0,14,0
117854,0,0,7,0
117855,0,0,5,0
117856,0,0,15,0
117857,0,0,3,0
117858,0,6,28,0
117859,0,0,11,0
117860,0,0,14,0
117861,0,0,7,0
117862,0,0,8,0
117863,0,0,6,0
117864,0,0,9,0
117865,0,0,1,0
117866,0,0,3,0
117867,0,2,16,0
117868,0,0,1,0
117869,0,6,31,0
117870,0,0,14,0
117871,0,0,27,0
117872,0,0,6,0
117873,0,0,1,0
117874,0,0,28,0
117875,0,0,8,0
117876,0,7,14,0
117877,0,0,4,0
117878,0,0,1,0
117879,0,0,5,0
117880,0,4,13,0
117881,0,0,8,0
117882,0,0,3,0
117883,0,0,2,0
117884,0,1,8,0
117885,0,0,15,0
117886,0,0,6,0
117887,0,0,21,0
117888,0,0,3,0
117889,0,0,2,0
117890,0,0,8,0
117891,0,0,1,0
117892,0,3,20,0
117893,0,0,14,0
117894,0,4,12,0
117895,0,0,28,0
117896,0,0,6,0
117897,0,0,7,0
117898,0,0,6,0
117899,0,1,10,0
117900,0,0,6,0
117901,0,0,6,0
117902,0,0,6,0
117903,0,0,12,0
117904,0,0,8,0
117905,0,0,6,0
117906,0,0,13,0
117907,0,0,11,0
117908,0,16,55,2
117909,0,1,12,0
117910,0,1,15,0
117911,0,1,6,0
117912,0,0,12,0
117913,0,0,6,0
117914,0,0,7,0
117915,0,0,10,0
117916,0,0,8,0
117917,0,0,6,0
117918,0,0,8,0
117919,0,1,13,0
117920,0,0,6,0
117921,0,0,14,0
117922,0,0,6,0
117923,0,0,8,0
117924,0,0,6,0
117925,0,9,19,0
117926,0,1,17,0
117927,0,3,6,0
117928,0,0,6,0
178001,0,0,2,0
178002,0,0,1,0
178003,0,0,6,0
178004,0,0,4,0
178005,0,0,2,0
178007,0,0,3,0
178008,0,0,3,0
178009,0,0,2,0
178501,0,0,1,0
178502,0,0,3,0
178503,0,0,1,0
178504,0,0,2,0
178505,0,0,4,0
178507,0,0,2,0
178508,0,0,5,0
178509,0,4,5,10
178510,0,0,2,0
178511,0,0,2,0
178512,0,1,0,0
178513,0,0,1,0
178514,0,0,0,0
178515,0,1,3,0
179001,0,0,1,0
179003,0,0,1,0
179004,0,0,1,0
179005,0,0,0,0
179006,0,0,6,0
179007,0,0,4,0
179008,0,1,6,0
179010,0,0,1,0
179011,0,0,1,0
179501,0,0,3,0
179502,0,0,3,0
179503,0,0,2,0
180001,0,0,5,0
180002,0,0,1,0
180003,0,0,1,0
180004,0,0,2,0
180005,0,0,2,0
180006,0,0,1,0
180007,0,0,3,0
180008,0,0,1,0
180009,0,0,1,0
180010,0,0,8,0
180011,0,0,1,0
180012,0,0,3,0
180014,0,0,3,0
180017,0,0,1,0
180019,0,0,1,0
180020,0,0,5,0
180021,0,0,2,0
180023,0,0,1,0
180024,0,0,6,0
180025,0,0,5,0
180026,0,0,5,0
180027,0,0,1,0
180028,0,0,2,0
180030,0,0,1,0
180031,0,0,1,0
180032,0,0,1,0
180033,0,0,1,0
180034,0,0,1,0
180035,0,0,7,0
180036,0,0,1,0
180037,0,0,7,0
180038,0,0,6,0
180039,0,0,3,0
180040,0,0,2,0
180041,0,0,4,0
180043,0,0,3,0
180044,0,0,2,0
180045,0,0,2,0
180046,0,0,1,0
180047,0,0,2,0
180048,0,0,1,0
180049,0,0,1,0
180502,0,0,2,0
180503,0,0,3,0
180504,0,0,6,0
180505,0,0,3,0
180506,0,0,2,0
180508,0,0,3,0
180509,0,0,3,0
180510,0,0,6,0
180511,0,0,5,0
180512,0,0,2,0
180513,0,0,3,0
180514,0,0,3,0
180515,0,0,2,0
180516,0,0,7,0
180517,0,0,5,0
180518,0,0,1,0
180519,0,0,1,0
180520,0,0,4,0
180521,0,0,3,0
180522,0,0,4,0
180523,0,0,2,0
180524,0,0,5,0
180525,0,0,4,0
180526,0,0,6,0
180527,0,2,1,0
181001,0,0,9,0
181002,0,0,16,0
181003,0,0,12,0
181004,0,0,27,0
182502,0,0,11,0
182503,0,0,8,0
